input,gold_hard,llm_soft,llm_hard
"the included eax support is useful at times , especially when you listen to a variety of genres , as it will adjust the equalizer for you which can be a big hassle .",positive,"[{'positive': -6.827632e-08, 'negative': -15.897079, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
well linksys was one of the original big players in the router industry .,positive,"[{'positive': -1.8841804e-07, 'negative': -15.267798, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i 'd give it 4 . 5 stars if possible , but since 5 stars would be misleading , i give it 4 stars .",positive,"[{'positive': -1.5006569e-06, 'negative': -13.372728, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
1 ) price / gb of storage,positive,"[{'negative': -0.4113721, 'positive': -1.0869017, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"it works great , i am usually at the full 54 mbps , although every now and then that drops to around 36 mbps only because i am 2 floors below where the router is .",positive,"[{'positive': -6.827632e-08, 'negative': -16.540619, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
only con i can think of is no camera . . . .,negative,"[{'negative': -0.0020687087, 'positive': -6.1818547, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
this thing is trash .,negative,"[{'negative': -6.827632e-08, 'positive': -15.825042, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the interface is simple to use .,positive,"[{'positive': 0.0, 'negative': -17.458893, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i haven 't tried to set up any advanced features on the router , but it is not difficult to set up for basic use .",positive,"[{'positive': 0.0, 'negative': -16.728622, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i use the router with a 3 1/2in raised panel bit with no problems .,positive,"[{'positive': 0.0, 'negative': -16.91683, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"my other gripe is the incredibly crappy remote , which is worse than other , cheaper apex units .",negative,"[{'negative': -6.827632e-08, 'positive': -16.35746, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"great reception , visibility and interface ( may be complicated by others ) .",positive,"[{'positive': 0.0, 'negative': -16.817719, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"but this doesn 't make up for it 's innumerable other short-comings , the biggest of which is the inability to download any updates due to problems with liveupdate .",negative,"[{'negative': -6.827632e-08, 'positive': -16.181664, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
this did n 't bother me too much because it 's still a decent size .,positive,"[{'positive': -6.827632e-08, 'negative': -16.169952, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
replacement battery is $ 50 compared to ipod 's $ 150 .,positive,"[{'positive': -5.5556293e-06, 'negative': -12.085768, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"it was a very quick setup and installation , in fact the disc that it comes with pretty much makes sure you cant mess it up .",positive,"[{'positive': 0.0, 'negative': -17.25151, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
5 ) its focusing system is also very flexible .,positive,"[{'positive': -1.8841804e-07, 'negative': -15.519263, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
4 ) the camera gets really hot when you are busy snapping away .,negative,"[{'negative': -3.2906587e-06, 'positive': -12.613315, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"frankly , i think this is one of the niftiest pieces of hardware i 've ever used .",positive,"[{'positive': 0.0, 'negative': -18.034248, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
these people takes lest effort to process rebate forms .,negative,"[{'positive': -6.827632e-08, 'negative': -16.062927, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"one good thing , it is 40 gb of disk space ( well , it is 38 gb in reality ) .",positive,"[{'positive': -5.460492e-07, 'negative': -14.416, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"also , it was only $ 39 . 99 ( after rebate ) with free shipping and no tax so overall it is a decent player .",positive,"[{'positive': -6.827632e-08, 'negative': -16.234001, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"if you currently own the 2003 version , and are looking to upgrade to the 2004 version , don 't .",negative,"[{'negative': -2.5744682e-06, 'positive': -12.8672285, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
good image quality .,positive,"[{'positive': 0.0, 'negative': -17.975103, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"while i am not happy that a solid state device died after such a short period of time , my quick review of this product space did not yield any other brands that seem much better than linksys .",positive,"[{'positive': -3.6482897e-06, 'negative': -12.51008, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the included headphones suck , so get your own .",negative,"[{'negative': -6.827632e-08, 'positive': -15.65023, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
i am enjoying my phone a lot . . . .,positive,"[{'positive': 0.0, 'negative': -17.812284, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"bottom line is that at $160 , this is an absolute steal .",positive,"[{'positive': -6.827632e-08, 'negative': -16.238892, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
this router has soft start and runs smooth and true .,positive,"[{'positive': 0.0, 'negative': -18.345358, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"great picture quality - in automatic mode , quality is great .",positive,"[{'positive': 0.0, 'negative': -18.0848, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
they have the worst service of any of the major companies .,negative,"[{'negative': -6.827632e-08, 'positive': -16.363144, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
this router works at 54mbps that 's megabyte not kilobyte .,positive,"[{'positive': -5.460492e-07, 'negative': -14.418579, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"for me , it is as important that the tool be comfortable to use as it is that it produce a high-quality result .",positive,"[{'positive': 0.0, 'negative': -18.296883, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i really do recommend this to anyone in need of a new player .,positive,"[{'positive': 0.0, 'negative': -18.045715, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i also did n 't like the way it displayed information way down into the screen when you are in zoom mode .,negative,"[{'negative': -6.827632e-08, 'positive': -15.602165, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
3 ) the joystick design they are using on the new nokias gives you a great degree of control .,positive,"[{'positive': -6.827632e-08, 'negative': -16.308159, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
apex has still not responded to my email describing the problem after almost a week and their customer service line is always busy .,negative,"[{'negative': -1.8841804e-07, 'positive': -15.480499, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
seems it is always difficult to press to make a selection .,negative,"[{'negative': -1.8841804e-07, 'positive': -15.379973, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
nothing spectacular is done by internet security or by antivirus software .,negative,"[{'negative': -3.076318e-07, 'positive': -14.722237, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"one primary reason for getting a cell phone was so that i could use it as an internet connection for my laptop running linux , where soft modem drivers are hard to find , and don 't work very well .",positive,"[{'positive': -1.37819625e-05, 'negative': -11.18987, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i have to say i 'm also pretty impressed by the user interface for playing jpeg , mp3 and mpeg files stored on cd-rs / dvds .",positive,"[{'positive': 0.0, 'negative': -18.07254, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
but it comes with a tank of a case and if you cut a piece out where the screen is you can always keep it in the case and still access everything .,positive,"[{'positive': -6.827632e-08, 'negative': -16.186256, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
we just use the glad tall kitchen trash can bags with odor shield from target and they work wonderfully .,positive,"[{'positive': 0.0, 'negative': -17.131536, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"since i use it in a table , i don 't use the plunge feature , but if i ever need it i 've got it .",positive,"[{'positive': 0.0, 'negative': -16.995453, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the player kept displaying "" no disc "" , so i tried the disc in another machine and sure as @ # * ! .",negative,"[{'negative': -5.460492e-07, 'positive': -14.312644, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
we really enjoyed shooting with the canon powershot sd500 .,positive,"[{'positive': 0.0, 'negative': -18.375967, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
im at full capacity ! . ! . ! . ! . i called syman tic and they said they don 't know why but i should get tech 's support at $35/hr to help ! . ! . i did call them and was on hold for 55 minutes until i hung up ! .,negative,"[{'negative': -4.277735e-07, 'positive': -14.4832535, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"a lot of "" fragments "" were left in the registry , and it the norton system folders .",negative,"[{'negative': -3.076318e-07, 'positive': -14.71048, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
another good feature is that you can charge the battery by just connecting the player to your computer using the usb cable .,positive,"[{'positive': 0.0, 'negative': -17.322151, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
unfortunately i was wrong .,negative,"[{'negative': 0.0, 'positive': -16.972227, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
getting the program to install properly has been a living hell experience .,negative,"[{'negative': -1.8841804e-07, 'positive': -15.404144, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
but overall this is a good camera with a ' really good ' picture clarity ; . an exceptional close-up shooting capability .,positive,"[{'positive': -6.827632e-08, 'negative': -16.581764, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
flawless .,positive,"[{'positive': -6.827632e-08, 'negative': -15.997513, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the battery lasts very long when playing music , but writing files to the player drains the battery fast , so you need to have it plugged into an outlet when sending files .",positive,"[{'positive': -0.014668562, 'negative': -4.229375, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the adjustment knob seemed ok , but when lowering the router , i have to practically pull it down while turning the knob .",negative,"[{'negative': -1.6207987e-06, 'positive': -13.317559, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
i have less money invested in the router table and dual routers than i would have if i had purchased a single cheap reliant sharper .,positive,"[{'negative': -0.0021906807, 'positive': -6.12462, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
size - bigger than the ipod,negative,"[{'positive': -0.0011346935, 'negative': -6.781919, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i 've often struggled to get something to work the way i want it , and hate to have to carry the manual with me all the time ! .",negative,"[{'negative': -1.7236207e-05, 'positive': -10.968706, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
