input,gold_hard,fine_label,llm_soft,llm_hard
"Why do some jets have a vapor trail , and others do not ?",description,27,"[{'description': -6.635395e-05, 'entity': -9.641164, 'n': -13.537168, 'location': -16.55448, 'ab': -17.26968}]",description
What is a fear of childbirth ?,entity,7,"[{'description': -0.0058084847, 'entity': -5.155329, 'n': -11.379327, 'human': -11.464594, 'ab': -13.967935}]",description
How many people does Honda employ in the U.S. ?,numeric value,38,"[{'n': -6.051553e-05, 'entity': -9.723121, 'description': -14.914732, 'ab': -15.349265, 'human': -15.8500805}]",n
What species was Winnie the Pooh ?,entity,2,"[{'entity': -0.14222792, 'description': -2.0206916, 'human': -11.415245, 'n': -13.415572, 'location': -15.734046}]",entity
How much calcium should an adult female have daily ?,numeric value,38,"[{'n': -9.251094e-06, 'entity': -12.121111, 'description': -12.559907, 'ab': -14.986277, 'human': -18.880854}]",n
What is the most popular last name ?,human being,29,"[{'entity': -0.44985875, 'description': -1.0604469, 'human': -4.3389425, 'n': -5.8405747, 'location': -10.791358}]",entity
What does an ashen-faced eidologist search out the existence of ?,entity,13,"[{'description': -0.07627611, 'entity': -2.6115315, 'human': -11.56226, 'n': -12.651769, 'ab': -12.706998}]",description
Who moderated the first Kennedy-Nixon TV debate ?,human being,29,"[{'human': -0.039583478, 'entity': -3.2617435, 'description': -7.6736083, 'n': -11.25644, 'location': -11.810258}]",human
Who portrayed George M. Cohan in 1942 's Yankee Doodle Dandy ?,human being,29,"[{'human': -0.03065658, 'entity': -3.5365236, 'description': -6.8429427, 'n': -11.72004, 'ab': -13.395051}]",human
What is the S&P 500 used for ?,description,27,"[{'entity': -0.124968074, 'description': -2.1639006, 'n': -6.2171607, 'ab': -7.42185, 'human': -12.734824}]",entity
What does `` Philebus-like '' mean ?,description,24,"[{'description': -0.0014724367, 'entity': -6.611839, 'ab': -8.97528, 'n': -14.690276, 'location': -17.962164}]",description
When was Nostradamus born ?,numeric value,39,"[{'n': -0.034427006, 'entity': -3.4448426, 'description': -7.111705, 'human': -7.400195, 'location': -7.6733885}]",n
What are the ingredients of Coca-Cola ?,entity,18,"[{'description': -0.008734192, 'entity': -4.7451005, 'n': -13.130345, 'location': -17.048216, 'human': -17.539251}]",description
Who 's the only U.S. president to have won a Pulitzer Prize ?,human being,29,"[{'human': -0.20116398, 'entity': -1.7272946, 'description': -5.6981883, 'ab': -6.865897, 'n': -9.833045}]",human
What is nuclear proliferation ?,description,24,"[{'description': -0.0040059634, 'entity': -5.522759, 'n': -12.780655, 'ab': -15.033853, 'human': -18.264961}]",description
Who was Maria Theresa ?,human being,31,"[{'entity': -0.43700105, 'description': -1.2040908, 'human': -2.9177825, 'n': -11.704068, 'location': -12.891499}]",entity
What is the country of origin for the name Thomas ?,location,33,"[{'location': -0.020085339, 'entity': -3.93295, 'description': -8.216901, 'n': -11.31599, 'human': -11.586597}]",location
Why do you say `` God bless you '' when people sneeze ?,description,27,"[{'description': -4.7279616e-05, 'entity': -10.001878, 'n': -13.914277, 'human': -13.964334, 'ab': -15.341621}]",description
What is the population of the largest Chilean city,numeric value,38,"[{'n': -0.00025539077, 'entity': -8.33314, 'description': -11.551311, 'location': -12.235195, 'ab': -14.99087}]",n
What country has the highest per capita consumption of cheese ?,location,33,"[{'location': -0.10914398, 'entity': -2.338209, 'n': -5.098333, 'description': -7.157193, 'ab': -11.405241}]",location
What is Larry King 's occupation ?,human being,30,"[{'human': -0.6230019, 'description': -0.8618935, 'entity': -3.1875007, 'n': -10.71051, 'ab': -12.046533}]",human
Who invented `` The Muppets '' ?,human being,29,"[{'entity': -0.4113255, 'human': -1.0987034, 'description': -5.545297, 'n': -11.109551, 'location': -12.547486}]",entity
"Why does a wheel , e.g. a car tire , appear to spin in the opposite direction as it slows down ?",description,27,"[{'description': -0.0033447258, 'entity': -5.8514886, 'n': -7.7114205, 'human': -11.714853, 'ab': -11.889856}]",description
What sea is Bombay on ?,location,35,"[{'entity': -0.315715, 'location': -1.325969, 'description': -5.3635206, 'ab': -8.1337, 'n': -8.494357}]",entity
Who are cartoondom 's Super Six ?,human being,28,"[{'entity': -0.19599634, 'description': -1.888814, 'human': -3.6221511, 'n': -12.000584, 'location': -13.2747}]",entity
What does `` E Pluribus Unum '' on the penny mean ?,description,24,"[{'description': -0.34141245, 'ab': -1.598813, 'entity': -2.4410143, 'n': -10.794705, 'location': -12.222104}]",description
What 's the difference between TFT and dual-scan display ?,description,25,"[{'description': -0.0041145887, 'entity': -5.5046787, 'ab': -10.270357, 'n': -12.496676, 'location': -16.507242}]",description
What fool is not so wise To lose an oath to win a paradise ?,human being,29,"[{'description': -0.00045477995, 'entity': -7.731999, 'human': -11.314929, 'n': -13.164052, 'ab': -13.353894}]",description
What is the English meaning of caliente ?,description,24,"[{'description': -0.077566355, 'ab': -2.965399, 'entity': -3.7692776, 'n': -10.704237, 'human': -12.6642275}]",description
Where in the Americas is it only 47 miles from the Atlantic to the Pacific ?,location,35,"[{'location': -1.1873685e-05, 'description': -12.038317, 'n': -12.561467, 'entity': -12.927036, 'ab': -16.133846}]",location
What does the word `` opera '' mean ?,description,24,"[{'description': -0.0021200152, 'entity': -6.162444, 'ab': -11.524961, 'n': -14.014524, 'human': -17.073828}]",description
How tall was the animated Frankenstein,numeric value,40,"[{'description': -0.030532625, 'n': -3.943191, 'entity': -4.683913, 'human': -6.5483093, 'location': -11.99671}]",description
How do you ask questions ?,description,26,"[{'description': -0.00022683514, 'entity': -8.442967, 'human': -11.624593, 'n': -13.169727, 'ab': -14.8354845}]",description
What U.S. city is known as The Rubber Capital of the World ?,location,32,"[{'location': -0.004796643, 'description': -5.591413, 'entity': -7.0503664, 'ab': -8.627531, 'n': -11.5884}]",location
What countries have the highest ratio of university students ?,location,33,"[{'location': -0.35460472, 'entity': -1.2951337, 'description': -4.1014915, 'n': -4.8123755, 'ab': -11.626256}]",location
How can you become an FBI agent ?,description,26,"[{'human': -0.41190392, 'description': -1.272141, 'entity': -2.860108, 'n': -9.139076, 'location': -11.8375025}]",human
What is the world 's best selling cookie ?,entity,9,"[{'description': -0.17521694, 'entity': -1.8283007, 'n': -10.1996155, 'human': -14.033363, 'ab': -14.393135}]",description
How many miles is it from NY to Austria ?,numeric value,38,"[{'n': -2.693682e-06, 'entity': -12.930041, 'description': -16.059618, 'ab': -16.081675, 'location': -16.54333}]",n
Where did the energy for the Big Bang come from ?,description,25,"[{'description': -0.5163307, 'entity': -0.90952677, 'n': -7.626613, 'location': -9.507991, 'ab': -11.226359}]",description
How big is the universe actually ?,numeric value,48,"[{'description': -0.055807516, 'n': -3.472151, 'entity': -3.7629225, 'location': -11.719534, 'ab': -12.38648}]",description
What is the difference between the Koran and The Bible ?,description,25,"[{'description': -0.0015732637, 'entity': -6.4562626, 'n': -13.794145, 'human': -15.469178, 'ab': -15.84385}]",description
What monarch signed the Magna Carta ?,human being,29,"[{'entity': -0.036841545, 'human': -3.4763098, 'description': -5.2566524, 'n': -10.748115, 'location': -11.624969}]",entity
What 's the U.S. Navy hymn ?,entity,5,"[{'description': -0.78111213, 'entity': -1.2687068, 'ab': -1.3441386, 'n': -9.060195, 'location': -10.558219}]",description
How many sides does a heptagon have ?,numeric value,38,"[{'n': -2.5744682e-06, 'entity': -12.992402, 'description': -14.961228, 'ab': -16.320042, 'location': -19.594143}]",n
What Grand Slam golf tournament wasn 't held between 1940 and 1945 ?,entity,17,"[{'description': -0.5082427, 'entity': -1.0286208, 'n': -3.4316204, 'ab': -5.371585, 'location': -5.571681}]",description
What is idealab ! ?,description,24,"[{'ab': -0.055079397, 'entity': -2.9395854, 'description': -7.2771397, 'n': -11.41035, 'location': -15.62157}]",ab
Where are there aborigines ?,location,35,"[{'location': -0.026047288, 'entity': -3.6868212, 'description': -7.942337, 'ab': -8.108788, 'n': -12.768989}]",location
What toy can you make sleep ?,entity,15,"[{'description': -0.0061899098, 'entity': -5.0937824, 'human': -10.582438, 'n': -11.55768, 'location': -13.882959}]",description
What caused the division between the Anglicans and the Vatican ?,description,27,"[{'description': -0.0042368714, 'entity': -5.4665856, 'n': -13.781541, 'ab': -14.073961, 'location': -15.021257}]",description
What corporation does Madonna advertise for ?,human being,28,"[{'entity': -0.0029893082, 'description': -5.830298, 'human': -10.092146, 'ab': -12.517211, 'n': -13.042448}]",entity
On what river is Rome built ?,location,35,"[{'location': -0.035135794, 'entity': -3.4562554, 'description': -5.833346, 'n': -9.961031, 'human': -13.156054}]",location
"Where on the Web is Adventours Tours from Sydney , Australia ?",location,35,"[{'location': -9.329886e-05, 'entity': -9.364115, 'n': -12.622131, 'description': -12.774957, 'ab': -13.507371}]",location
Where were the 1936 Summer Olympics held ?,location,35,"[{'location': -0.0002078772, 'entity': -8.537714, 'n': -12.30813, 'description': -12.374346, 'ab': -12.66205}]",location
What cathedral was Thomas Becket murdered in ?,location,35,"[{'location': -0.30337486, 'entity': -1.3653866, 'description': -5.0595775, 'ab': -10.478836, 'n': -10.920592}]",location
Why was Curious George curious ?,description,27,"[{'description': -5.197998e-06, 'entity': -12.234777, 'n': -15.377468, 'human': -15.758542, 'ab': -18.2373}]",description
How did U.S.A become involved in the Barbary Wars,description,26,"[{'entity': -0.103490464, 'description': -2.652883, 'ab': -3.6881156, 'location': -5.908971, 'human': -9.336926}]",entity
The Kentucky Horse Park is close to which American city ?,location,32,"[{'location': -0.00024704146, 'entity': -8.51411, 'description': -10.399881, 'n': -11.126619, 'ab': -13.568972}]",location
What store does Martha Stewart advertise for ?,human being,28,"[{'entity': -0.078244455, 'description': -2.607755, 'location': -6.63577, 'human': -8.372678, 'n': -11.180646}]",entity
What do you know about multicultural and multilingual schools ?,description,25,"[{'description': -0.00036205718, 'entity': -7.9250364, 'n': -14.860865, 'location': -15.657817, 'human': -18.445581}]",description
What is the origin of U.S. Army sergeant 's stripes ?,description,25,"[{'description': -0.007310865, 'entity': -4.924562, 'ab': -11.217393, 'location': -12.785889, 'n': -13.35946}]",description
How old was Sir Edmund Hillary when he climbed Mt. Everest ?,numeric value,44,"[{'n': -3.5717305e-05, 'entity': -10.498785, 'description': -12.052999, 'human': -13.028615, 'location': -16.263538}]",n
Where in a tree does photosynthesis occur ?,location,35,"[{'description': -0.5157446, 'location': -1.171041, 'entity': -2.378965, 'n': -8.303334, 'ab': -12.210369}]",description
What are some science fair projects for 8th graders ?,entity,8,"[{'description': -0.002304841, 'entity': -6.092888, 'n': -10.683304, 'human': -10.969673, 'location': -12.703445}]",description
What strait links the Mediterranean Sea and the Atlantic Ocean ?,location,35,"[{'description': -0.29600537, 'entity': -1.406769, 'location': -4.497856, 'n': -9.13874, 'ab': -10.243407}]",description
What airport is on the Piccadilly subway line ?,location,35,"[{'location': -0.0017350008, 'entity': -6.379466, 'ab': -10.776652, 'description': -11.4216175, 'n': -12.091945}]",location
Which police department made the largest cocaine seizure ever in Ventura County ?,human being,28,"[{'entity': -0.7260265, 'location': -0.75568205, 'description': -3.0713937, 'n': -9.384428, 'ab': -10.395811}]",entity
What color is the eight-ball in pocket billiards ?,entity,4,"[{'description': -4.4419543e-05, 'entity': -10.050962, 'n': -13.52857, 'location': -17.918264, 'ab': -17.953756}]",description
What was the first ready-to-eat breakfast cereal ?,entity,9,"[{'description': -0.03845637, 'entity': -3.2780344, 'n': -10.660991, 'location': -14.888492, 'human': -15.005466}]",description
What did Benny Carter play ?,entity,13,"[{'description': -0.11343217, 'entity': -2.2489302, 'human': -6.3980236, 'n': -10.415182, 'ab': -10.539854}]",description
What seven digits follow the area code in the number for long distance information ?,numeric value,37,"[{'n': -2.6419024e-05, 'entity': -11.147906, 'description': -11.3382225, 'ab': -16.013973, 'location': -16.985073}]",n
What city 's airport is named Logan International ?,location,32,"[{'location': -9.103483e-05, 'entity': -9.408584, 'description': -12.02532, 'ab': -12.997405, 'n': -14.041487}]",location
What Pope inaugurated Vatican International Radio ?,human being,29,"[{'entity': -0.08001791, 'human': -2.622674, 'description': -5.9030614, 'ab': -6.4971547, 'n': -10.151733}]",entity
How many times more than 3,numeric value,38,"[{'n': -3.076318e-07, 'entity': -15.29679, 'ab': -16.948738, 'description': -16.958237, 'location': -20.294258}]",n
How many names are there for Eskimo people ?,numeric value,38,"[{'n': -7.076466e-05, 'entity': -9.575639, 'description': -13.561906, 'ab': -15.866502, 'human': -17.112747}]",n
"What king is satirized in the line : `` The King was in the countinghouse , counting all his money '' ?",human being,29,"[{'entity': -0.05373154, 'description': -3.1947455, 'human': -4.4913917, 'n': -9.2521105, 'location': -10.513661}]",entity
What shape-shifting menace did Rom come to Earth to fight ?,entity,13,"[{'description': -0.011749202, 'entity': -4.45002, 'n': -13.256873, 'human': -15.737563, 'location': -16.153028}]",description
What is the nickname of Pennsylvania ?,location,36,"[{'ab': -0.28281304, 'description': -2.0782537, 'entity': -2.1119983, 'n': -8.833944, 'location': -10.027976}]",ab
What causes headaches ?,description,27,"[{'description': -7.3865966e-05, 'entity': -9.567021, 'n': -12.838223, 'human': -13.882664, 'location': -15.630657}]",description
